 	12.12.2011 	12:41:58 	 	 	0,00 sm 	      0,00 sm 	 	 	 	 	 	 	letzte Logbuch-Datei ist\nuntil_2011-12-12_12_41_58_logbook.txt 	 	 	 	 	 	 	 	 	 	 	1076:50 h 	01076:50 h 	100,00 Liter 	    100,00 Liter 	 	 	250,00 Liter 	    250,00 Liter 	  
 	15.01.2012 	15:18:25 	 	 	0,15 sm 	     9,15 sm 	043° 23,1937' N\n004° 49,6331' E 	263,18° 	 	3,01 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	00:03 h 	01080:20 h 	-0,08 Liter 	     94,74 Liter 	 	 	0,00 Liter 	    250,00 Liter 	  
 	15.01.2012 	15:21:25 	 	 	0,15 sm 	     9,30 sm 	043° 23,1797' N\n004° 49,4230' E 	263,68° 	 	3,05 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	00:03 h 	01080:23 h 	-0,08 Liter 	     94,66 Liter 	 	 	0,00 Liter 	    250,00 Liter 	  
 	15.01.2012 	15:24:25 	 	 	0,22 sm 	     9,52 sm 	043° 23,1603' N\n004° 49,1155' E 	265,11° 	 	4,94 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	00:03 h 	01080:26 h 	-0,08 Liter 	     94,58 Liter 	 	 	0,00 Liter 	    250,00 Liter 	  
 	15.01.2012 	15:27:25 	 	 	0,25 sm 	     9,77 sm 	043° 23,1366' N\n004° 48,7799' E 	263,65° 	 	4,79 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	00:01 h 	01080:27 h 	0,00 Liter 	     94,58 Liter 	 	 	0,00 Liter 	    250,00 Liter 	  
 	15.01.2012 	15:30:25 	 	 	0,21 sm 	     9,98 sm 	043° 23,1270' N\n004° 48,4967' E 	276,38° 	 	3,80 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01080:27 h 	0,00 Liter 	     94,58 Liter 	 	 	0,00 Liter 	    250,00 Liter 	  
 	15.01.2012 	15:31:09 	 	 	0,04 sm 	    10,02 sm 	043° 23,1377' N\n004° 48,4386' E 	297,63° 	 	2,97 ktn 	 	 	automatic line\nchange of course >20° 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01080:27 h 	0,00 Liter 	     94,58 Liter 	 	 	0,00 Liter 	    250,00 Liter 	  
 	15.01.2012 	15:33:24 	 	 	0,06 sm 	    10,08 sm 	043° 23,1743' N\n004° 48,3752' E 	325,95° 	 	0,00 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01080:27 h 	0,00 Liter 	     94,58 Liter 	 	 	0,00 Liter 	    250,00 Liter 	  
 	15.01.2012 	15:36:25 	 	 	0,00 sm 	    10,08 sm 	043° 23,1748' N\n004° 48,3728' E 	325,95° 	 	0,00 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01080:27 h 	0,00 Liter 	     94,58 Liter 	 	 	0,00 Liter 	    250,00 Liter 	  
 	15.01.2012 	15:39:25 	 	 	0,00 sm 	    10,08 sm 	043° 23,1745' N\n004° 48,3727' E 	325,95° 	 	0,00 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01080:27 h 	0,00 Liter 	     94,58 Liter 	 	 	0,00 Liter 	    250,00 Liter 	  
 	15.01.2012 	15:42:25 	 	 	0,00 sm 	    10,08 sm 	043° 23,1763' N\n004° 48,3724' E 	325,95° 	 	0,00 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01080:27 h 	0,00 Liter 	     94,58 Liter 	 	 	0,00 Liter 	    250,00 Liter 	  
 	15.01.2012 	15:45:24 	 	 	0,00 sm 	    10,08 sm 	043° 23,1760' N\n004° 48,3747' E 	325,95° 	 	0,00 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01080:27 h 	0,00 Liter 	     94,58 Liter 	 	 	0,00 Liter 	    250,00 Liter 	  
 	15.01.2012 	15:48:24 	 	 	0,00 sm 	    10,08 sm 	043° 23,1747' N\n004° 48,3752' E 	325,95° 	 	0,00 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01080:27 h 	0,00 Liter 	     94,58 Liter 	 	 	0,00 Liter 	    250,00 Liter 	  
 	15.01.2012 	17:47:50 	 	 	0,01 sm 	    10,09 sm 	043° 23,1665' N\n004° 48,3780' E 	40,15° 	 	1,58 ktn 	 	 	Automatischer Eintrag\nKursänderung >20° 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01080:27 h 	0,00 Liter 	     94,58 Liter 	 	 	0,00 Liter 	    250,00 Liter 	  
 	15.01.2012 	17:57:54 	 	 	0,13 sm 	    10,22 sm 	043° 23,2275' N\n004° 48,5293' E 	8,55° 	 	0,00 ktn 	 	 	Automatischer Eintrag\nKursänderung >20° 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01080:27 h 	0,00 Liter 	     94,58 Liter 	 	 	0,00 Liter 	    250,00 Liter 	  
 	24.01.2012 	17:05:36 	 	 	0.00 sm 	    10,22 sm 	 	 	 	 	 	 	Diesel-Kanister voll getankt.\n130,99 Liter, 185,88 Euro 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01080:27 h 	130,99 Liter 	    225,57 Liter 	 	 	0,00 Liter 	    250,00 Liter 	Diesel-Kanister voll getankt.\n130,99 Liter, 185,88 Euro\nIntermarche, Port-Saint-Louis-du-Rhone 
 	26.01.2012 	17:05:52 	 	 	0.00 sm 	    10,22 sm 	043° 23,1759' N\n004° 48,3741' E 	 	 	0,00 ktn 	 	 	Neue Service-Batterie gekauft.\n120 Ah, 237,- Euro\nPort-Saint-Louis-du-Rhone\nBeide 70er von Mai 2010. 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01080:27 h 	0,00 Liter 	    225,57 Liter 	 	 	0,00 Liter 	    250,00 Liter 	Neue Service-Batterie gekauft.\n120 Ah, 237,- Euro\nPort-Saint-Louis-du-Rhone\nBeide 70er von Mai 2010. 
StLouis-SidiBouSaid 	10.03.2012 	12:07:34 	 	 	0,00 sm 	      0,00 sm 	043° 23,1339' N\n004° 49,0932' E 	86,43° 	 	3,95 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	10.03.2012 	12:20:17 	 	 	0.00 sm 	     0,00 sm 	 	 	 	 	 	 	kein GPS-Signal 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	10.03.2012 	12:20:12 	 	 	0.00 sm 	     0,00 sm 	043° 23,2583' N\n004° 50,4335' E 	86,61° 	 	5,83 ktn 	 	 	Automatischer Eintrag\nKursänderung >20° 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	10.03.2012 	12:35:11 	 	 	1,41 sm 	     1,41 sm 	043° 23,4449' N\n004° 52,3569' E 	88,03° 	 	5,33 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	10.03.2012 	12:50:17 	 	 	0.00 sm 	     1,41 sm 	 	 	 	 	 	 	kein GPS-Signal 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	10.03.2012 	13:00:13 	 	 	0.00 sm 	     1,41 sm 	043° 23,6030' N\n004° 55,2834' E 	89,09° 	 	4,69 ktn 	 	 	Automatischer Eintrag\nKursänderung >20° 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	10.03.2012 	13:05:11 	 	 	0,40 sm 	     1,81 sm 	043° 23,6166' N\n004° 55,8284' E 	88,06° 	 	4,54 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	10.03.2012 	13:15:58 	 	 	0,74 sm 	     2,55 sm 	043° 22,9756' N\n004° 56,3469' E 	215,58° 	 	4,58 ktn 	 	 	Automatischer Eintrag\nKursänderung >20° 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	10.03.2012 	13:20:17 	 	 	0.00 sm 	     2,55 sm 	 	 	 	 	 	 	kein GPS-Signal 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	10.03.2012 	13:24:21 	 	 	0.00 sm 	     2,55 sm 	043° 22,5534' N\n004° 56,6134' E 	156,55° 	 	3,51 ktn 	 	 	 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	10.03.2012 	13:35:12 	 	 	0,67 sm 	     3,22 sm 	043° 21,9439' N\n004° 56,9938' E 	158,71° 	 	4,22 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	10.03.2012 	13:50:16 	 	 	0.00 sm 	     3,22 sm 	 	 	 	 	 	 	kein GPS-Signal 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	10.03.2012 	13:50:13 	 	 	0.00 sm 	     3,22 sm 	043° 20,9761' N\n004° 57,5729' E 	148,23° 	 	3,79 ktn 	 	 	Automatischer Eintrag\nKursänderung >20° 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	10.03.2012 	14:05:11 	 	 	1,19 sm 	     4,41 sm 	043° 19,8755' N\n004° 58,1918' E 	157,29° 	 	4,94 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	10.03.2012 	14:19:14 	 	 	1,07 sm 	     5,48 sm 	043° 18,9043' N\n004° 58,8191' E 	133,59° 	 	5,60 ktn 	 	 	Automatischer Eintrag\nKursänderung >20° 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	10.03.2012 	14:20:16 	 	 	0.00 sm 	     5,48 sm 	 	 	 	 	 	 	kein GPS-Signal 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	10.03.2012 	14:21:26 	 	 	0.00 sm 	     5,48 sm 	043° 18,7403' N\n004° 58,9374' E 	160,80° 	 	5,15 ktn 	 	 	 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	10.03.2012 	14:34:02 	 	 	0,98 sm 	     6,46 sm 	043° 17,8799' N\n004° 59,5832' E 	139,41° 	 	4,65 ktn 	 	 	Automatischer Eintrag\nKursänderung >20° 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	10.03.2012 	14:35:11 	 	 	0,08 sm 	     6,54 sm 	043° 17,8070' N\n004° 59,6372' E 	149,39° 	 	5,36 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	10.03.2012 	14:37:45 	 	 	0,21 sm 	     6,75 sm 	043° 17,6309' N\n004° 59,7928' E 	153,50° 	 	4,97 ktn 	 	 	automatic line\nDistance > 10sm 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	10.03.2012 	14:50:16 	 	 	0.00 sm 	     6,75 sm 	 	 	 	 	 	 	kein GPS-Signal 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	10.03.2012 	14:51:10 	 	 	0.00 sm 	     6,75 sm 	043° 16,8105' N\n005° 00,4276' E 	142,54° 	 	5,31 ktn 	 	 	 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	10.03.2012 	15:00:15 	 	 	0,75 sm 	     7,50 sm 	043° 16,1577' N\n005° 00,9353' E 	162,75° 	 	5,91 ktn 	 	 	Automatischer Eintrag\nKursänderung >20° 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	10.03.2012 	15:05:11 	 	 	0,40 sm 	     7,90 sm 	043° 15,8109' N\n005° 01,2048' E 	143,42° 	 	4,67 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	10.03.2012 	15:10:59 	 	 	0,43 sm 	     8,33 sm 	043° 15,4414' N\n005° 01,5083' E 	164,34° 	 	4,50 ktn 	 	 	Automatischer Eintrag\nKursänderung >20° 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	10.03.2012 	15:20:16 	 	 	0.00 sm 	     8,33 sm 	 	 	 	 	 	 	kein GPS-Signal 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	10.03.2012 	15:21:01 	 	 	0.00 sm 	     8,33 sm 	043° 14,8135' N\n005° 02,0356' E 	148,43° 	 	4,63 ktn 	 	 	Automatischer Eintrag\nKursänderung >20° 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	10.03.2012 	15:35:11 	 	 	1,05 sm 	     9,38 sm 	043° 13,9099' N\n005° 02,7545' E 	155,24° 	 	4,54 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	10.03.2012 	15:50:16 	 	 	0.00 sm 	     9,38 sm 	 	 	 	 	 	 	kein GPS-Signal 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	10.03.2012 	15:50:12 	 	 	0.00 sm 	     9,38 sm 	043° 12,9395' N\n005° 03,4085' E 	151,68° 	 	4,56 ktn 	 	 	Automatischer Eintrag\nKursänderung >20° 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	10.03.2012 	16:05:11 	 	 	1,04 sm 	    10,42 sm 	043° 12,0146' N\n005° 04,0660' E 	146,53° 	 	3,43 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	10.03.2012 	16:15:56 	 	 	0,69 sm 	    11,11 sm 	043° 11,4082' N\n005° 04,5133' E 	167,62° 	 	3,76 ktn 	 	 	Automatischer Eintrag\nKursänderung >20° 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	10.03.2012 	16:20:16 	 	 	0.00 sm 	    11,11 sm 	 	 	 	 	 	 	kein GPS-Signal 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	10.03.2012 	16:21:13 	 	 	0.00 sm 	    11,11 sm 	043° 11,1240' N\n005° 04,7089' E 	153,52° 	 	3,67 ktn 	 	 	 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	10.03.2012 	16:32:13 	 	 	0,70 sm 	    11,81 sm 	043° 10,5293' N\n005° 05,2186' E 	131,43° 	 	4,32 ktn 	 	 	Automatischer Eintrag\nKursänderung >20° 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	10.03.2012 	16:35:10 	 	 	0,19 sm 	    12,00 sm 	043° 10,3688' N\n005° 05,3588' E 	154,93° 	 	4,13 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	10.03.2012 	16:42:15 	 	 	0,47 sm 	    12,47 sm 	043° 09,9683' N\n005° 05,6880' E 	181,73° 	 	4,12 ktn 	 	 	Automatischer Eintrag\nKursänderung >20° 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	10.03.2012 	16:50:16 	 	 	0.00 sm 	    12,47 sm 	 	 	 	 	 	 	kein GPS-Signal 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	10.03.2012 	16:50:57 	 	 	0.00 sm 	    12,47 sm 	043° 09,4729' N\n005° 06,0511' E 	150,64° 	 	4,45 ktn 	 	 	 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	10.03.2012 	17:00:18 	 	 	0,64 sm 	    13,11 sm 	043° 08,9336' N\n005° 06,5182' E 	147,60° 	 	4,14 ktn 	 	 	automatic line\nDistance > 10sm 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	10.03.2012 	17:00:35 	 	 	0,02 sm 	    13,13 sm 	043° 08,9175' N\n005° 06,5293' E 	122,89° 	 	2,69 ktn 	 	 	Automatischer Eintrag\nKursänderung >20° 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	10.03.2012 	17:05:10 	 	 	0,30 sm 	    13,43 sm 	043° 08,6665' N\n005° 06,7476' E 	153,16° 	 	3,70 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	10.03.2012 	17:10:55 	 	 	0,38 sm 	    13,81 sm 	043° 08,3569' N\n005° 07,0381' E 	126,27° 	 	4,29 ktn 	 	 	Automatischer Eintrag\nKursänderung >20° 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	10.03.2012 	17:20:16 	 	 	0.00 sm 	    13,81 sm 	 	 	 	 	 	 	kein GPS-Signal 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	10.03.2012 	17:20:53 	 	 	0.00 sm 	    13,81 sm 	043° 07,8264' N\n005° 07,5624' E 	136,82° 	 	4,19 ktn 	 	 	 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	10.03.2012 	17:25:35 	 	 	0,31 sm 	    14,12 sm 	043° 07,5752' N\n005° 07,8183' E 	156,92° 	 	3,99 ktn 	 	 	Automatischer Eintrag\nKursänderung >20° 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	10.03.2012 	17:35:10 	 	 	0,63 sm 	    14,75 sm 	043° 07,0651' N\n005° 08,3140' E 	152,13° 	 	3,45 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	10.03.2012 	17:36:55 	 	 	0,11 sm 	    14,86 sm 	043° 06,9766' N\n005° 08,3997' E 	132,08° 	 	4,45 ktn 	 	 	Automatischer Eintrag\nKursänderung >20° 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	10.03.2012 	17:40:27 	 	 	0,23 sm 	    15,09 sm 	043° 06,7866' N\n005° 08,5765' E 	142,52° 	 	3,71 ktn 	 	 	 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	10.03.2012 	17:50:15 	 	 	0.00 sm 	    15,09 sm 	 	 	 	 	 	 	kein GPS-Signal 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	10.03.2012 	17:50:11 	 	 	0.00 sm 	    15,09 sm 	043° 06,3066' N\n005° 09,0965' E 	139,20° 	 	3,76 ktn 	 	 	Automatischer Eintrag\nKursänderung >20° 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	10.03.2012 	18:02:09 	 	 	0,60 sm 	    15,69 sm 	043° 05,8188' N\n005° 09,5630' E 	178,67° 	 	2,72 ktn 	 	 	Automatischer Eintrag\nKursänderung >20° 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	10.03.2012 	18:05:10 	 	 	0,14 sm 	    15,83 sm 	043° 05,7372' N\n005° 09,7261' E 	142,16° 	 	3,52 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	10.03.2012 	18:13:08 	 	 	0,48 sm 	    16,31 sm 	043° 05,3784' N\n005° 10,1551' E 	122,07° 	 	4,27 ktn 	 	 	Automatischer Eintrag\nKursänderung >20° 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	10.03.2012 	18:20:16 	 	 	0.00 sm 	    16,31 sm 	 	 	 	 	 	 	kein GPS-Signal 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	10.03.2012 	18:20:28 	 	 	0.00 sm 	    16,31 sm 	043° 05,0336' N\n005° 10,5203' E 	144,73° 	 	4,00 ktn 	 	 	 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	10.03.2012 	18:27:06 	 	 	0,36 sm 	    16,67 sm 	043° 04,7358' N\n005° 10,8012' E 	170,14° 	 	3,38 ktn 	 	 	Automatischer Eintrag\nKursänderung >20° 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	10.03.2012 	18:35:10 	 	 	0,43 sm 	    17,10 sm 	043° 04,3760' N\n005° 11,1339' E 	164,01° 	 	3,37 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	10.03.2012 	18:37:07 	 	 	0,10 sm 	    17,20 sm 	043° 04,2891' N\n005° 11,2101' E 	134,15° 	 	3,19 ktn 	 	 	Automatischer Eintrag\nKursänderung >20° 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
